family,mode,epoch,train_loss,train_iou,train_dice,val_loss,val_iou,val_dice,learning_rate,seconds,train_alignment_iou,val_alignment_iou,train_seg_loss,train_align_loss,val_seg_loss,val_align_loss
baseline,object_mask,3,0.7079507208641928,0.27212312994119814,0.3586189192937079,0.7068575282441503,0.2714514632537527,0.3578237033777638,0.001,244.711416721344,,,,,,
baseline,object_mask,4,0.683164162390516,0.29037620080990983,0.38071238892334625,0.6922215362839972,0.28288450862854686,0.36945681439505684,0.001,250.05753421783447,,,,,,
baseline,object_mask,5,0.6642948141833884,0.30480324224168953,0.3972509674186976,0.6756759747589548,0.2967520977301119,0.38438929188212917,0.001,248.0519368648529,,,,,,
baseline,object_mask,6,0.6497019654757037,0.31605967517270683,0.4100803105581338,0.6706701018792268,0.2998294522011293,0.39037670797900476,0.001,246.52580046653748,,,,,,
baseline,object_mask,7,0.6359904180521542,0.32644483677669656,0.4222992756011778,0.6627757185999759,0.3052410930555872,0.3947959135265412,0.001,248.83174085617065,,,,,,
baseline,object_mask,8,0.6242909040995873,0.33562248916981513,0.4328343404131247,0.6535189936847748,0.31438123295736675,0.4048772849375633,0.001,249.10467886924744,,,,,,
baseline,object_mask,9,0.6139717606442646,0.3436455034492898,0.4425106769005773,0.66117041865856,0.30726377217515,0.39326268072845866,0.001,250.14451241493225,,,,,,
baseline,object_mask,10,0.6038220965233014,0.3521525348896747,0.4514372386519089,0.6579192228044636,0.30942411214402576,0.3978956850987036,0.001,250.46831059455872,,,,,,
baseline,object_mask,11,0.5959377838198989,0.35847992836951453,0.45860856710767095,0.6546688587791583,0.31283620628402714,0.40112818708440373,0.0005,250.6496012210846,,,,,,
baseline,object_mask,12,0.5694546967852377,0.38012200361713006,0.48200177237290304,0.6481515011612523,0.31766907647332454,0.4065304263992217,0.0005,245.31432461738586,,,,,,
baseline,object_mask,13,0.5593978076675585,0.3889045057599206,0.4915138262114005,0.6460477722629888,0.32104237977226446,0.411913811871149,0.0005,261.49825716018677,,,,,,
baseline,object_mask,14,0.5524727114279108,0.39462635225495457,0.49804063652391367,0.6480448266577695,0.31997987311313325,0.40947139774325597,0.0005,254.90663313865662,,,,,,
baseline,object_mask,15,0.5460536961008907,0.4003282542589338,0.5042058054486053,0.6475627334886899,0.32005864921896976,0.4091033978626823,0.0005,248.78884935379028,,,,,,
baseline,object_mask,16,0.5402742149421684,0.4051155913834237,0.5095245901856833,0.6486304368916196,0.32002716989707536,0.40956701799632406,0.00025,248.005521774292,,,,,,
baseline,object_mask,17,0.5246415982750098,0.41889169795796505,0.5236901127422203,0.6520933836151995,0.3184619890736916,0.4061152313262256,0.00025,246.48493432998657,,,,,,
baseline,object_mask,18,0.5181318220596254,0.4251187360500355,0.5300229283580503,0.6554365056489535,0.3167283245339234,0.4043894842861797,0.00025,253.24722743034363,,,,,,
baseline,object_mask,19,0.5141411379241266,0.42876411020059424,0.5338221487922256,0.6553558496981376,0.31765175089159703,0.4046534341001459,0.000125,254.11227917671204,,,,,,
baseline,object_mask,20,0.5052608363205041,0.4371942357828409,0.5420338685224235,0.6562023913204477,0.3170097573482489,0.4039881980406299,0.000125,248.4396665096283,,,,,,
geometry,object_mask,1,0.851629195621498,0.1729684295952484,0.2340029270966211,0.7746188545432806,0.2240741615220824,0.2992115331313371,0.001,273.7584717273712,,,,,,
geometry,object_mask,2,0.7567442896001688,0.23806408480975494,0.31653184752463126,0.7322087820936818,0.25308333952964446,0.33295806011078555,0.001,264.4632730484009,,,,,,
geometry,object_mask,3,0.7210455452770959,0.26344944887682165,0.3459539676694755,0.7218017424451751,0.26358351106589667,0.33899520953239104,0.001,260.9311697483063,,,,,,
geometry,object_mask,4,0.6930655182188122,0.28392346361280035,0.37044192710501156,0.6933193017749725,0.28101175521955524,0.3624285301987279,0.001,260.8376853466034,,,,,,
geometry,object_mask,5,0.6616611181504792,0.3071977761759511,0.39862397416475476,0.664171805338052,0.30503255222093195,0.39399919354285495,0.001,255.02723908424377,,,,,,
geometry,object_mask,6,0.6411720426398043,0.3226505693958997,0.41673017822352304,0.6649743201534596,0.3011761932857857,0.39072516496256077,0.001,248.95894932746887,,,,,,
geometry,object_mask,7,0.6257938997513206,0.3348646195366941,0.4309299488892737,0.6517886878217308,0.31389304384701716,0.4055232550976989,0.001,257.42665004730225,,,,,,
geometry,object_mask,8,0.6139200084529832,0.3436414064074213,0.4413497204466751,0.6488181486999075,0.31509335748971856,0.404724944820939,0.001,263.4824604988098,,,,,,
geometry,object_mask,9,0.6030575701589431,0.3526481930484348,0.4516462631926011,0.6482664382059082,0.3171835383229528,0.4110969413702799,0.001,255.77852201461792,,,,,,
geometry,object_mask,10,0.5937235352497041,0.3601150689150436,0.46025440394896616,0.640979534856967,0.3234057180028903,0.4147978175548031,0.001,259.20871591567993,,,,,,
geometry,object_mask,11,0.5848199563315465,0.367518964229545,0.46845798491264995,0.6414747092844727,0.32168995154199737,0.4138323219398593,0.001,259.55154967308044,,,,,,
geometry,object_mask,12,0.5773083837770658,0.3735239801147865,0.4753640225917398,0.6468703112813132,0.31913526481602184,0.4110007391681949,0.001,259.92345118522644,,,,,,
geometry,object_mask,13,0.5687267583250248,0.3808270965546918,0.4833068407557486,0.6401321193546925,0.32344926554536874,0.41536159625331176,0.001,268.33748626708984,,,,,,
geometry,object_mask,14,0.5617155246475333,0.3865683278535672,0.4896531390377459,0.6473068408467109,0.31791178297006323,0.40798069980345114,0.001,254.7181248664856,,,,,,
geometry,object_mask,15,0.5546206129538597,0.3925568471444011,0.49630186202161664,0.6469138265942036,0.31868518290974945,0.4086921345904678,0.001,263.80380058288574,,,,,,
geometry,object_mask,16,0.5483370320141749,0.39759258796945757,0.5021091230809269,0.6535824041536324,0.31296304815088144,0.40102491128341794,0.0005,269.1303951740265,,,,,,
geometry,object_mask,17,0.5245334024064453,0.41835653902930336,0.5233016546782139,0.6488459076181842,0.3196765892247809,0.4080592815512078,0.0005,254.01803708076477,,,,,,
geometry,object_mask,18,0.5152727581833588,0.426749001328271,0.5319749439001098,0.6438066703473352,0.32460540455907677,0.4141194360991769,0.0005,255.20413613319397,,,,,,
geometry,object_mask,19,0.5094014761867024,0.4320914192523159,0.5375908685755719,0.6489077083115439,0.32113230702624995,0.40961698644433847,0.0005,254.5892117023468,,,,,,
geometry,object_mask,20,0.5041898748340049,0.43686516314910834,0.5425896503975052,0.6577036946594008,0.31481526089589057,0.40123857819789693,0.0005,258.86368799209595,,,,,,
geometry,absolute_xy,1,0.8423891522314316,0.17923227759771182,0.24167782895158094,0.7591635578401394,0.23515563870517953,0.3096570144000563,0.001,257.27190017700195,,,,,,
geometry,absolute_xy,2,0.7469336478540574,0.24471491897891468,0.32408512191704214,0.722625955730323,0.2594937053313147,0.3384730823603263,0.001,248.0544216632843,,,,,,
geometry,absolute_xy,3,0.7114641975792142,0.2702181239169383,0.35373767402326817,0.706224735500743,0.2724949495370591,0.35156989991343396,0.001,249.8865885734558,,,,,,
geometry,absolute_xy,4,0.6764911662563212,0.2955653886360031,0.3846797716202696,0.6697755147981284,0.29972077078289455,0.39148342776581435,0.001,258.3592357635498,,,,,,
geometry,absolute_xy,5,0.6456241289973879,0.31902131850226984,0.4130813378964413,0.6492046338326208,0.3165347193565698,0.4092969426316608,0.001,262.7199215888977,,,,,,
geometry,absolute_xy,6,0.6291065829792871,0.3315907909885606,0.42810069326888067,0.6506238552101736,0.3119552473998764,0.40479252504299373,0.001,247.84720849990845,,,,,,
geometry,absolute_xy,7,0.6166973391857575,0.34170781937358036,0.43963613412388824,0.6540761487126479,0.3132410547429818,0.4005403634413932,0.001,251.20607018470764,,,,,,
geometry,absolute_xy,8,0.6057734316868537,0.3505739480634371,0.4497319815669106,0.6373699427036792,0.3244087042481897,0.417705362218612,0.001,262.49661350250244,,,,,,
geometry,absolute_xy,9,0.595147101848058,0.3590753518687059,0.45927668765303015,0.640074573481353,0.3243923555364372,0.41628483889429574,0.001,247.92275094985962,,,,,,
geometry,absolute_xy,10,0.5868120162310138,0.3659582263949858,0.4669756019955433,0.6350003825550841,0.3277888833319099,0.4217224675024726,0.001,255.27594137191772,,,,,,
geometry,absolute_xy,11,0.5779468819623883,0.373234715832469,0.4751654286487831,0.6372950911007524,0.32532771296614327,0.41878762056783825,0.001,262.82489109039307,,,,,,
geometry,absolute_xy,12,0.5696000108675706,0.3799876583443555,0.4830037451944655,0.6382670290647587,0.3252024949882923,0.41676962025214426,0.001,253.20756316184998,,,,,,
geometry,absolute_xy,13,0.5627426300415447,0.38590160733377893,0.48940354979937284,0.6378389163567667,0.3267030124396825,0.4186972694746756,0.0005,249.4385621547699,,,,,,
geometry,absolute_xy,14,0.5389275800905444,0.40600458365185516,0.5104724195136361,0.6357262873983949,0.3291480585273673,0.4202359858840029,0.0005,256.30708837509155,,,,,,
geometry,absolute_xy,15,0.5289527927744943,0.4145741671938088,0.5197713825052117,0.6414935678854472,0.3261189302741002,0.41589813604709785,0.0005,261.0368630886078,,,,,,
geometry,absolute_xy,16,0.5226237735541794,0.4203720719754218,0.5259668476352327,0.6422279688661281,0.32468681021351387,0.41520741916268644,0.0005,252.06183052062988,,,,,,
geometry,absolute_xy,17,0.5170796354365018,0.4250547635977447,0.5310161374885304,0.6455910984495054,0.3246172565279655,0.4145093622266796,0.00025,249.2398555278778,,,,,,
geometry,absolute_xy,18,0.502936669672452,0.43827969557874846,0.5440668677403603,0.646257216169096,0.32443800674673035,0.4132643336070523,0.00025,273.1319229602814,,,,,,
geometry,absolute_xy,19,0.49736159467334023,0.4435376746514951,0.5495735416536893,0.6500904978028907,0.3224995219205961,0.41143566540401216,0.00025,256.4795787334442,,,,,,
geometry,absolute_xy,20,0.49323053628933583,0.4475396430392507,0.5536892109562099,0.6515924149346584,0.3218116293768795,0.41009760253380545,0.000125,253.54873657226562,,,,,,
geometry,relative_uv,1,0.8417509662987618,0.17970953163342182,0.24207647072106983,0.7583858280120158,0.2346576788536039,0.3121027253335091,0.001,259.1521487236023,,,,,,
geometry,relative_uv,2,0.7471451362897674,0.24402202890111632,0.32364490179266286,0.7300940479404076,0.2543226112696988,0.3305250346146227,0.001,258.36412239074707,,,,,,
geometry,relative_uv,3,0.7131672754142764,0.26915942998798376,0.3527218342625816,0.7060702496490561,0.2735295231738394,0.35659614353246805,0.001,267.10295152664185,,,,,,
geometry,relative_uv,4,0.6738031715185637,0.29795006854875833,0.3870934962358626,0.6687316908676905,0.30032388526773507,0.3913462895662911,0.001,256.70044350624084,,,,,,
geometry,relative_uv,5,0.6452152437190775,0.319751358770859,0.4136916124876854,0.6517257685928798,0.3144048144387839,0.4050222477095027,0.001,259.347482919693,,,,,,
geometry,relative_uv,6,0.6279312416540168,0.3330862389838588,0.42943129845588346,0.6504339120534631,0.31321715106213105,0.4056162166428283,0.001,255.62711215019226,,,,,,
geometry,relative_uv,7,0.6157239904366646,0.34300463213943344,0.44082604933167113,0.6398385498258803,0.3246463028937096,0.4165640930527622,0.001,258.08171010017395,,,,,,
geometry,relative_uv,8,0.6038505550032107,0.3523567741169055,0.45138325796731643,0.6391098357841549,0.32454463550188006,0.41684770661264564,0.001,253.04152703285217,,,,,,
geometry,relative_uv,9,0.5940894580221342,0.3602746100015644,0.46072976647644526,0.6393611873495025,0.32524576976075525,0.41849479262497047,0.001,265.86923384666443,,,,,,
geometry,relative_uv,10,0.5844731723010281,0.3679921149576802,0.4694790008385412,0.6446053785670793,0.3217612354983018,0.4110958054742124,0.001,256.84395360946655,,,,,,
geometry,relative_uv,11,0.5765626079059535,0.37451981572052984,0.47658044745108497,0.632736856626204,0.3300837267435356,0.424322640014955,0.001,257.36725521087646,,,,,,
geometry,relative_uv,12,0.5687870167287397,0.38074175733019067,0.4837825603514711,0.637831358333493,0.32765403685703504,0.4193397233144108,0.001,254.64328145980835,,,,,,
geometry,relative_uv,13,0.5602660829871137,0.3877396103847106,0.49161886308665553,0.6404804761612942,0.32540740373322363,0.4187567381282712,0.001,255.95463109016418,,,,,,
geometry,relative_uv,14,0.5526570704116158,0.3944312732707062,0.49890257413507316,0.6459258755562504,0.32069526423078265,0.41260693367759516,0.0005,262.4198179244995,,,,,,
geometry,relative_uv,15,0.5293557416285146,0.4142232056939789,0.5195584458468908,0.6396983734612326,0.3276838013880204,0.41723429008980784,0.0005,262.42898893356323,,,,,,
geometry,relative_uv,16,0.5195047033402568,0.4232702991639272,0.5290073288679925,0.6437789034560532,0.32455857104532415,0.41495117493689126,0.0005,257.2588527202606,,,,,,
geometry,relative_uv,17,0.5131861908340011,0.42873079663088903,0.534869660914976,0.6444526122483106,0.3259413722810107,0.41558428933319536,0.00025,253.2743616104126,,,,,,
geometry,relative_uv,18,0.4994256675655349,0.4414711146298093,0.547490567967858,0.6434531319231406,0.3265852506203173,0.415515410572194,0.00025,253.11435651779175,,,,,,
geometry,relative_uv,19,0.493525981545791,0.44688388497262593,0.5531495510565702,0.6476934059023729,0.3239370351888344,0.41281434539966727,0.00025,275.12847447395325,,,,,,
geometry,relative_uv,20,0.4895339261480002,0.45090266078376967,0.5572308272577234,0.6532755771886956,0.32082713093958243,0.4082224010263832,0.000125,261.7918291091919,,,,,,
alignment,mask_baseline,1,0.8486629870989482,0.14662851989963704,0.20883671993766195,0.7728642056803616,0.19837847617258916,0.2749355756702804,0.001,136.5246810913086,0.15375207850266484,0.14921785654759329,,,,
alignment,mask_baseline,2,0.759233246688719,0.20917164009020914,0.28811505827358924,0.7477043987992255,0.21396873254799148,0.29316625269099733,0.001,96.5240170955658,0.14477583043210274,0.14440613200620797,,,,
alignment,mask_baseline,3,0.7218373899642418,0.23626968791393105,0.31948545126894856,0.7215953781123815,0.22699729981706623,0.30459168868414666,0.001,96.10152792930603,0.14135579430799586,0.13749517395915595,,,,
alignment,mask_baseline,4,0.6945259274492294,0.2561779172349482,0.34361535491575285,0.6975152529173299,0.24968972775639067,0.33426278445391466,0.001,101.92223834991455,0.14126988945732685,0.14135645349241768,,,,
alignment,mask_baseline,5,0.6691070730201009,0.27454382038618114,0.36614301247118125,0.6762845754109026,0.26726736181376437,0.3559208550242287,0.001,96.34024381637573,0.1427231253239786,0.146715417038147,,,,
alignment,mask_baseline,6,0.6461696143332326,0.29126919108841776,0.385718086799924,0.6623087888653867,0.2758463716461949,0.3675816739711432,0.001,97.0847692489624,0.14364925846826615,0.14391155793314483,,,,
alignment,mask_baseline,7,0.6298302997907839,0.3039971612390666,0.4007174849284155,0.6755894377522227,0.2645043126149696,0.3505799537695374,0.001,95.95360493659973,0.1371992796903736,0.13516665017784862,,,,
alignment,mask_baseline,8,0.6170511908455065,0.3141998835124476,0.41253489047731856,0.6487766933801233,0.28671032698280474,0.37830110276851325,0.001,106.19478273391724,0.1331541937504699,0.13283925824180776,,,,
alignment,mask_baseline,9,0.6043689591898175,0.3240873475921753,0.42394057225944787,0.646786676641421,0.28895904897775465,0.38021333775248983,0.001,96.18982338905334,0.13124149768252177,0.13258274899395794,,,,
alignment,mask_baseline,10,0.5943539120260091,0.3321418564314798,0.4332347799568076,0.6405280092258927,0.2944188530776879,0.38630196780062803,0.001,96.45453929901123,0.12544862991265546,0.12456530573684421,,,,
alignment,mask_baseline,11,0.5856576910718325,0.339465154388336,0.44160266944527793,0.6426040122552725,0.2924050007582097,0.38328051631376064,0.001,102.05889797210693,0.120280354865079,0.1176637392471009,,,,
alignment,mask_baseline,12,0.5772779040711685,0.34594785847775583,0.44902253259583796,0.6420071276131829,0.29333154470966216,0.3852269482651189,0.001,95.99661469459534,0.11463030966128536,0.1131851158015422,,,,
alignment,mask_baseline,13,0.5689798427091854,0.3528843428995407,0.4568155199695825,0.63777129279757,0.29765666871780716,0.3910472896171105,0.001,97.15040516853333,0.11173656193464421,0.10739920471574882,,,,
alignment,mask_baseline,14,0.5629315907652279,0.3570679360934008,0.46158672577817544,0.6447627429951871,0.2912537938560547,0.3818133911268611,0.001,97.67012429237366,0.1120036361093397,0.10857478568597648,,,,
alignment,mask_baseline,15,0.5545491573970845,0.3637456681846632,0.4689567805401112,0.6400155726631354,0.2957419917414903,0.3870034232673345,0.001,96.08386754989624,0.11011808655011748,0.1023396476379876,,,,
alignment,mask_baseline,16,0.5474080994002454,0.36958145232687406,0.4754824733521218,0.6486289642003747,0.2893374129856546,0.3814181646627516,0.0005,96.45756077766418,0.10910688967234541,0.10592813586500728,,,,
alignment,mask_baseline,17,0.5253852221592318,0.3879303516426672,0.49430550665029716,0.6398133081268467,0.2966057175012886,0.3870265653543777,0.0005,96.70333194732666,0.10873780458941358,0.10437540973997811,,,,
alignment,mask_baseline,18,0.5161415066250356,0.3961501350256418,0.5029561267627387,0.6405484495039511,0.29724898134250727,0.3875794296816972,0.0005,101.28111839294434,0.10725106717001824,0.10455490927640931,,,,
alignment,mask_baseline,19,0.5104199407975516,0.4010405476884132,0.5082805616293152,0.646736922516149,0.2923499136809521,0.38125971625955873,0.00025,96.07622170448303,0.10847660765544932,0.1046181097385567,,,,
alignment,mask_baseline,20,0.4972095006383138,0.4129588640066482,0.5201654559764317,0.6468555594210743,0.2935157600295968,0.38174077234318343,0.00025,97.76950430870056,0.10814082748489326,0.10639590459364388,,,,
alignment,alignment_mask,1,0.9501954666284459,0.18551357492861734,0.2573424923986594,0.8580146399773697,0.24756985104681992,0.33713542698142085,0.001,126.57779741287231,0.4354842377880005,0.4614149913947302,,,,
alignment,alignment_mask,2,0.8270626915172741,0.26519482979694853,0.3574460901662227,0.8201682404278423,0.2723064670236751,0.3661621059607534,0.001,93.41667461395264,0.4711451874835694,0.4681969335485559,,,,
alignment,alignment_mask,3,0.7955016471631039,0.28789893388966914,0.3837826427345036,0.8088960655298819,0.27457858793670564,0.36832008067570715,0.001,93.18133664131165,0.4804680947244215,0.4718574713734747,,,,
alignment,alignment_mask,4,0.7758348862420048,0.3022277160583049,0.3996272214480267,0.7981035789111157,0.280699952126771,0.36956348764472025,0.001,92.55320644378662,0.48386406203615345,0.4744981115818538,,,,
alignment,alignment_mask,5,0.7629181677518295,0.3120373300736348,0.4109221652521111,0.7822620141467616,0.29881094593229224,0.3941218571771567,0.001,93.81293368339539,0.4892558558605973,0.4843926292792879,,,,
alignment,alignment_mask,6,0.7498532428392336,0.3219753317318456,0.42239836516588264,0.777789466910892,0.30020659471768585,0.394639677214391,0.001,92.89328527450562,0.4911465961143171,0.4838904515310656,,,,
alignment,alignment_mask,7,0.7389528161743393,0.3301855918792229,0.4316724760174073,0.7722054175960208,0.30542974241536025,0.4016676177999091,0.001,92.89090776443481,0.4929725239930062,0.481512297125696,,,,
alignment,alignment_mask,8,0.7302673248911029,0.3369921228704675,0.4392583333532324,0.7738343313931133,0.3039783826758412,0.3989237235249206,0.001,93.7241735458374,0.49283590543685,0.48307565931620594,,,,
alignment,alignment_mask,9,0.7202424360047831,0.3449479794457051,0.44827294421127445,0.7735174201195808,0.3037678384198983,0.39715916738155205,0.001,92.21855664253235,0.4949285888520211,0.4846239649362163,,,,
alignment,alignment_mask,10,0.7113722083408014,0.3517482385619918,0.45588896862847617,0.7724369030682915,0.3060524463251699,0.40059242833168635,0.001,92.63919949531555,0.49551343897430383,0.48968337738269613,,,,
alignment,alignment_mask,11,0.7041725855521437,0.35827111762571395,0.46349103673604425,0.7734942242037003,0.3060546340546425,0.39969242419424633,0.001,93.50118064880371,0.49716116008470385,0.49051934464592506,,,,
alignment,alignment_mask,12,0.696466961124416,0.3641492027092785,0.46989904435681773,0.773616733031494,0.3061447776010121,0.3996631570397489,0.001,95.35904431343079,0.4970646629902819,0.48470626821281326,,,,
alignment,alignment_mask,13,0.6899370045222685,0.369251406085594,0.4755703919932371,0.773585965075282,0.308439131275607,0.40293816889374,0.001,93.86218237876892,0.49753014342384866,0.48819338924933664,,,,
alignment,alignment_mask,14,0.6828736770779389,0.3750787815542219,0.48197340424968327,0.7833051762534576,0.29751257470606984,0.38841561666069935,0.001,92.86129260063171,0.4986264856884374,0.48759911663452526,,,,
alignment,alignment_mask,15,0.6764982046355632,0.380429313601219,0.48797855996831824,0.7749129066318112,0.3062604967416329,0.39955347356463844,0.001,92.90620183944702,0.4989787453401708,0.48979782405537436,,,,
alignment,alignment_mask,16,0.671401410640522,0.3845218096503322,0.4925896422754654,0.7804308653906582,0.30167426924425167,0.39389674336586183,0.0005,92.92146229743958,0.49954266986815427,0.49035987145435206,,,,
alignment,alignment_mask,17,0.6468869358423296,0.4046331949865164,0.513431810925835,0.7754364043892137,0.3045160903232705,0.39590540016321174,0.0005,92.40063309669495,0.5012173806646124,0.49271694877001077,,,,
alignment,alignment_mask,18,0.6371364389087704,0.41273595063400104,0.5218894152227429,0.7778864240569204,0.3039133024523527,0.39479245776722477,0.0005,93.63696765899658,0.5008700242122165,0.49219908252631706,,,,
alignment,alignment_mask,19,0.6315268804570704,0.4175773342127202,0.5270375741556942,0.7768994610286454,0.30570306462168434,0.3968761998079034,0.00025,93.38091588020325,0.5021771541085985,0.4925985507016043,,,,
alignment,alignment_mask,20,0.6174949796580854,0.42985578807269886,0.5392472170654717,0.7840979472204577,0.3002169854831485,0.3895091739831796,0.00025,93.72481346130371,0.5025374118804465,0.4907296135330406,,,,
alignment,alignment_relative_uv,1,0.9488303685335583,0.18632151688096543,0.2579226547492722,0.8632371970236365,0.23869226313926512,0.3224075521546403,0.001,136.8157021999359,0.43556892035517736,0.4555242455764367,,,,
alignment,alignment_relative_uv,2,0.8263233167489769,0.2654538239001557,0.3575285301856568,0.8136868141872855,0.27281554272758024,0.3651436740831907,0.001,94.43565487861633,0.471169931019867,0.47767194999460266,,,,
alignment,alignment_relative_uv,3,0.7947725046227135,0.28793968814718257,0.3841117875453084,0.7992380753304195,0.2802164811709295,0.37186555388788445,0.001,94.44072985649109,0.47954894010499605,0.4653286748719447,,,,
alignment,alignment_relative_uv,4,0.7758809860288292,0.30164923382589987,0.3997605896497751,0.7922411894721121,0.2848624911364228,0.37520305822807354,0.001,94.19736909866333,0.48362115288562413,0.47592573361360785,,,,
alignment,alignment_relative_uv,5,0.7612888109167021,0.3127244667209495,0.4121770322982729,0.7749670683501736,0.30272985106291894,0.3997301641357369,0.001,93.87637424468994,0.48800108120546287,0.48558806157806544,,,,
alignment,alignment_relative_uv,6,0.7496750292861722,0.321473330104378,0.42199380778123047,0.7741697801612599,0.30227178519244075,0.3985188019491065,0.001,95.35508871078491,0.48966516233072405,0.4802266626489201,,,,
alignment,alignment_relative_uv,7,0.7391358207027382,0.3297213388915543,0.43125813612114566,0.7700283150585466,0.3044073326892934,0.3993613127711457,0.001,94.04740977287292,0.49157052507049936,0.47891039151332654,,,,
alignment,alignment_relative_uv,8,0.7298989143056005,0.33725085720183823,0.4397260995660472,0.7801080255446696,0.2961740803728011,0.38914324340290973,0.001,93.87519979476929,0.49279409980575595,0.4839239564464059,,,,
alignment,alignment_relative_uv,9,0.720952547812755,0.344227041656566,0.4475993221706918,0.7698008274697692,0.30635498736973976,0.40114684103151227,0.001,94.76501965522766,0.4938660803406426,0.4877922241098801,,,,
alignment,alignment_relative_uv,10,0.7118809076104807,0.3510177434529797,0.45513339415698456,0.7821214447258102,0.2966519961778593,0.3874253241793366,0.001,115.90261030197144,0.49536697700764615,0.4858827352716699,,,,
alignment,alignment_relative_uv,11,0.7055443215715796,0.3562722392195671,0.46114362198334236,0.7706365913892127,0.30553399484972305,0.3982039633756574,0.001,98.34338760375977,0.49660252728544757,0.48630371635142783,,,,
alignment,alignment_relative_uv,12,0.6982772243198645,0.36227582486676646,0.4679377775789,0.778265708858527,0.30127186857002153,0.3928839040183218,0.0005,96.28116798400879,0.49683281570204507,0.48653461349306243,,,,
alignment,alignment_relative_uv,13,0.6719219019394183,0.38333796240064416,0.4902274393657638,0.7649976207986233,0.3110090555845958,0.406118950841219,0.0005,94.05741667747498,0.49880491077983785,0.4919993861657773,,,,
